id,severity,cvss_score,cvss_vector,finding_type,title,description,impact,mitigation,replication_steps,host_detection_techniques,network_detection_techniques,references,finding_guidance,tags,extra_fields
562,Medium,,,AD,Changes to AD display specifiers in the past 90 days,"Modifications to the adminContextMenu attribute in Active Directory display specifiers could signal a potential security threat. Such changes may allow an attacker to exploit custom context menus, executing arbitrary commands that can compromise system integrity, confidentiality, or availability. This finding suggests a possible attempt to increase the attack surface by altering administrative interface components, which can lead to unauthorized activities or privilege escalation.",,"<ul><li><strong>Regular Monitoring:</strong> Implement continuous monitoring of changes to the adminContextMenu and other display specifiers to detect unauthorized modifications promptly.</li><li><strong>Access Control:</strong> Restrict permissions to modify display specifiers to only essential personnel, ensuring that any changes are audited and verified.</li><li><strong>Policy Enforcement:</strong> Enforce strict group policies that prevent unauthorized changes to critical attributes within Active Directory.</li></ul>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Medium""}"
564,Medium,,,AD,Changes to default security descriptor schema in the last 90 days,The recent modifications to the schema's default security descriptors pose a potential security risk because they could lead to the propagation of weakened security settings to new Active Directory (AD) objects. These changes can inadvertently reduce the overall security posture of the AD environment by allowing broader access permissions than intended. Such a scenario could be exploited by malicious actors to gain unauthorized access or escalate privileges within the network.,,"<p>To remediate this issue, it is essential to <strong>review all recent schema changes</strong> through a <em>Change Advisory Board (CAB)</em> or a formal change management process. Ensure that only authorized personnel are making these changes, and implement <strong>strict permissions</strong> for the schema admins group to prevent unauthorized modifications. Additionally, consider implementing additional auditing and monitoring to detect any unauthorized changes promptly.</p>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""High""}"
566,Medium,,,AD,Changes to PreWindows 2000 Compatible Access Group membership,"<p>The Pre-Windows 2000 Compatible Access group has been configured to include accounts such as Anonymous Logon or Everyone. This configuration significantly undermines security boundaries by allowing potentially unauthorized users to gain access to network resources. The presence of these accounts in the group enables a broad range of entities to access resources with fewer restrictions, increasing the risk of unauthorized data access and potential security breaches. It is critical to maintain strict control over the membership of this group to ensure that only trusted and authenticated users can access sensitive resources.</p>",,"<p>Removing any members from this group will <span class=""bold"">essentially disable NTLM authentication</span>. Ensure that all users understand how to use FQDNs and Kerberos authentication.</p>

<p>To address this security risk, follow these remediation steps:</p>

<ol>

<li>Identify any accounts such as Anonymous Logon or Everyone currently included in the Pre-Windows 2000 Compatible Access group.</li>

<li>Remove these accounts from the group immediately to prevent unauthorized access.</li>

<li>Review the access requirements of any legacy services that relied on these accounts; ensure they are configured with properly authenticated user accounts.</li>

<li>Implement access controls and monitoring to ensure that future changes to group membership are reviewed and authorized.</li>

</ol>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Low"", ""remediation_impact"": ""Low""}"
567,Medium,,,AD,Changes to privileged group membership in the last 7 days,"The detection of changes to the membership of built-in privileged groups within the last seven days is indicative of potential unauthorized privilege escalation attempts. Privileged groups typically have extensive permissions and access within an organization, and unauthorized modifications can lead to significant security breaches, including unauthorized data access and system control. Regular monitoring of these changes helps in early detection of potential security threats.",,<ul><li>Implement a real-time alerting system for any changes to the membership of privileged groups.</li><li>Conduct a thorough audit of recent changes to ensure they were authorized and comply with security policies.</li><li>Enhance access control mechanisms and regularly review group memberships to prevent unauthorized modifications.</li></ul>,,,,,,"AD,Purple Knight","{""levelofeffort"": ""Low"", ""remediation_impact"": ""Low""}"
568,Medium,,,AD,Changes to unprivileged group memberships in the last 7 days,Recent modifications to the memberships of groups considered to have low privilege can pose a significant security risk. This is due to the potential for these changes to inadvertently grant access to sensitive resources through nested group inheritance. Such inheritance can create unintended pathways for unauthorized access if not carefully managed and monitored.,,"<p>To address this issue, it is essential to conduct a thorough review of group inheritance structures. Ensure that groups designated as unprivileged do not inadvertently provide access to sensitive resources through nested relationships. Implement the following steps:</p><ul><li>Conduct a comprehensive audit of current group memberships and inheritance paths.</li><li>Restrict or remove unnecessary group memberships that could lead to privilege escalation.</li><li>Regularly monitor changes to group memberships and inheritance patterns.</li><li>Establish alerts for unexpected changes to group structures.</li></ul>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Low"", ""remediation_impact"": ""Low""}"
574,Medium,,,AD,Computer accounts in privileged groups,"Computer accounts are currently part of domain privileged groups, which poses a significant security risk. If these accounts are compromised, attackers can potentially escalate their privileges to gain domain admin level access. This could lead to unauthorized access to critical systems and sensitive data, as well as the potential for further exploitation of the network.",,"<p>To address this issue, carefully review and <strong>remove computer accounts</strong> from privileged groups unless their inclusion is explicitly justified and necessary. Regular audits should be conducted to ensure that only required accounts maintain these elevated privileges. Additionally, implement strict access controls and monitor for any unauthorized changes to group memberships.</p>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""High"", ""remediation_impact"": ""High""}"
575,Medium,,,AD,Computer or user accounts with SPN that have unconstrained delegation,"The finding highlights that certain computer or user accounts are configured with Service Principal Names (SPNs) and are trusted for unconstrained delegation. This configuration poses a significant security risk as it exposes Kerberos tickets to potential theft and misuse. Unconstrained delegation allows these accounts to impersonate users without restriction, which can lead to unauthorized access to sensitive resources and data breaches.",,"<p>To mitigate this risk, it is recommended to <strong>avoid the use of unconstrained delegation</strong>. Instead, opt for <em>resource-based delegation</em> or <em>constrained delegation</em>, which limit the scope of delegation and reduce the risk of unauthorized access. This involves reviewing and modifying the delegation settings for accounts with SPNs to ensure compliance with security best practices.</p>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Low"", ""remediation_impact"": ""Low""}"
577,Medium,,,AD,Computers with password last set over 90 days ago,"The finding highlights that computer accounts have not had their passwords reset in over 90 days. This poses a security risk as it increases the likelihood of password reuse, which can lead to unauthorized access and potential compromise of systems. Regular password rotation is a fundamental security practice to prevent attackers from exploiting outdated credentials.",,"<p>To address this finding, implement the following remediation steps:</p><ul><li>Configure all machine accounts to automatically rotate their passwords every 30 days. This can be achieved through group policy settings or scripting the process in your Active Directory environment.</li><li>Regularly audit and monitor machine accounts to ensure compliance with password rotation policies.</li><li>Provide training and documentation to IT staff on the importance of password rotation and how to implement it efficiently.</li></ul><p>These steps will help minimize the risk of credential compromise and enhance overall security posture.</p>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Low"", ""remediation_impact"": ""Low""}"
584,Medium,,,AD,Dangerous control paths expose certificate templates,"The finding indicates that certificate templates are writable by users without appropriate privileges. This vulnerability allows unauthorized individuals to create fraudulent certificates, posing a significant security risk. Fraudulent certificates can be used to impersonate trusted entities, intercept secure communications, or gain unauthorized access to systems, thus compromising the integrity and confidentiality of data.",,"<p>To mitigate this risk, it is essential to implement the following steps:</p><ul><li>Restrict modification rights of certificate templates to a limited set of trusted administrators.</li><li>Utilize security groups to delegate template management to appropriate personnel, ensuring that only authorized users have access to modify templates.</li><li>Regularly review and audit permissions on certificate templates to ensure compliance with security policies.</li><li>Implement monitoring to detect unauthorized changes to certificate templates in real-time.</li></ul>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Medium""}"
585,Medium,,,AD,Dangerous GPO logon script path,"The logon script paths in Group Policy Objects (GPOs) are either missing or improperly secured by being located in directories that are writable by low-privileged users. This configuration poses a security risk because it allows attackers to introduce and execute malicious scripts during user logon processes. Such scripts can be leveraged to compromise user credentials, propagate malware, or perform unauthorized actions on the network, potentially leading to significant data breaches or system disruptions.",,"<p>To address this issue, conduct a thorough review of all logon script paths specified in your GPOs. Ensure that these scripts are stored in secure directories where only administrators have write permissions. This can be achieved by:</p><ul><li>Verifying current permissions on directories containing logon scripts and adjusting them to restrict write access to authorized administrators only.</li><li>Regularly auditing these directories to detect and remove any unauthorized changes or scripts.</li><li>Implementing a monitoring system to alert administrators of any changes to script paths or directory permissions.</li></ul>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Medium""}"
586,Medium,,,AD,Dangerous Trust Attribute Set,"The finding 'Dangerous Trust Attribute Set' indicates that trusts configured with CROSS_ORGANIZATION_ENABLE_TGT_DELEGATION or PIM_TRUST can pose significant security risks. These configurations may permit cross-domain privilege abuse, enabling unauthorized access across different domains. Additionally, they can compromise the effectiveness of SID filtering protections, which are crucial for maintaining domain integrity and preventing unauthorized access to sensitive data or systems.",,"<p>To address this issue, it is recommended to:</p><ul><li><strong>Limit the Use of Delegation Trusts:</strong> Carefully evaluate the necessity of delegation trusts and restrict their use to only essential scenarios.</li><li><strong>Regularly Review Trust Attribute Configurations:</strong> Conduct periodic reviews of trust attribute configurations to ensure they adhere to security best practices and organizational policies.</li><li><strong>Implement Additional Security Measures:</strong> Consider enhancing your security posture by implementing additional controls such as multi-factor authentication and strict access control lists.</li></ul>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""High""}"
587,Medium,,,AD,Dangerous user rights granted by GPO,"The finding highlights that Group Policy Objects (GPOs) are configured in a manner that grants administrative privileges to users who typically should not possess them. This misconfiguration increases the risk of unauthorized access and lateral movement within the network, as it provides potential avenues for exploitation by malicious actors. By assigning elevated privileges indiscriminately, the organization inadvertently lowers its security posture, making it easier for attackers to compromise sensitive systems and data.",,<ul><li>Conduct a comprehensive audit of all Group Policy Objects (GPOs) to identify those that assign user rights.</li><li>Restrict the assignment of administrative privileges to only those user groups that have been explicitly approved for such access.</li><li>Implement regular reviews and updates of GPO configurations to ensure compliance with the principle of least privilege.</li><li>Document any changes made and maintain a log for future audits.</li></ul>,,,,,,"AD,Purple Knight","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Medium""}"
588,Medium,,,AD,Distributed COM Users group or Performance Log Users group are not empty,"The finding that the Distributed COM Users group or Performance Log Users group are not empty signifies a potential security risk. These groups can grant users elevated privileges that may not be necessary for their roles, leading to potential unauthorized access or abuse of system capabilities. This could weaken the organization’s security posture by allowing users to execute remote or local operations that could compromise system integrity or confidentiality.",,"<p>To mitigate this issue, follow these steps:</p><ol><li>Conduct a thorough audit of the users currently in the Distributed COM Users group and Performance Log Users group.</li><li>Determine if their access is essential for their role. Remove users who do not require these permissions.</li><li>Implement strict policies and procedures for adding users to these groups in the future, ensuring that only necessary personnel have access.</li><li>Regularly review group memberships to ensure compliance with security policies.</li></ol>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Medium""}"
589,Medium,,,AD,Domain Controller owner is not an administrator,"The finding indicates that there are Domain Controller accounts which are managed by users who do not have the appropriate administrative privileges. This situation presents a substantial security risk as Domain Controllers are critical components in a network that manage security policies, authentication, and more. If these accounts are controlled by non-privileged or unauthorized users, there is a heightened risk of domain compromise where malicious actors could exploit these accounts to gain unauthorized access, disrupt services, or exfiltrate sensitive data.",,"<p>To address this security risk, it is essential to <strong>transfer ownership</strong> of all Domain Controller accounts to users who are part of the <strong>Domain Admins</strong> or <strong>Enterprise Admins</strong> groups. This ensures that only trusted and privileged users have the ability to manage these critical accounts, thereby reducing the risk of unauthorized access and potential security breaches.</p>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Low"", ""remediation_impact"": ""Low""}"
591,Medium,,,AD,Domain controllers that have not authenticated to the domain for more than 45 days,"Domain controllers that have not authenticated with the domain for an extended period, such as over 45 days, pose a significant security risk. These inactive domain controllers could potentially be compromised without detection and, upon reconnection, may facilitate unauthorized changes within the network. Such dormant devices are attractive targets for attackers who can exploit them to maintain persistence and escalate privileges within the network infrastructure.",,"<p>It is crucial to <strong>disable or remove domain controllers</strong> that have not authenticated recently. Additionally, conduct a thorough investigation to determine whether these controllers have been compromised. This involves:</p><ul><li>Identifying all inactive domain controllers and assessing their current status.</li><li>Reviewing security logs for any suspicious activity that may indicate compromise.</li><li>Conducting a comprehensive security audit of these systems to ensure they have not been tampered with.</li><li>Implementing enhanced monitoring for any future re-authentication attempts from these controllers.</li></ul>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Low"", ""remediation_impact"": ""Low""}"
592,Medium,,,AD,Domain controllers with old passwords,"Domain controllers rely on machine account passwords to authenticate within the network. When these passwords are not updated regularly, as in the case where they have remained unchanged for over 45 days, it can lead to vulnerabilities. Stale credentials may signify a domain controller that is either non-operational or susceptible to unauthorized access attempts. If a domain controller is compromised, it could allow an attacker to gain elevated privileges, leading to potential data breaches or unauthorized network access. Therefore, keeping passwords updated is crucial for maintaining network security and integrity.",,"<p>To address this issue, implement the following steps:</p><ul><li><strong>Automate Password Updates:</strong> Configure domain controllers to automatically update their machine account passwords at regular intervals, ideally less than 30 days, to prevent them from becoming stale.</li><li><strong>Monitor Timestamps:</strong> Regularly audit the password update timestamps for all domain controllers to ensure compliance with security policies.</li><li><strong>Review DC Status:</strong> Regularly verify the operational status of domain controllers to ensure they are functioning correctly and are not at risk of takeover.</li><li><strong>Implement Monitoring:</strong> Deploy monitoring tools to alert administrators when passwords have not been updated within the expected timeframe.</li></ul>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Low"", ""remediation_impact"": ""Low""}"
593,Medium,,,AD,Domain controllers with Resource-Based Constrained Delegation (RBCD) enabled,"Domain controllers with Resource-Based Constrained Delegation (RBCD) enabled poses a significant security risk as it allows certain accounts to have unrestricted delegation to domain controllers. This configuration can potentially be exploited by attackers to impersonate any user within the domain. Such unauthorized impersonation can lead to unauthorized access to sensitive information, disruption of services, and further exploitation of network resources. Ensuring delegation is appropriately constrained is crucial to maintaining the integrity and security of the domain environment.",,"<p>To remediate this issue, it is essential to <strong>restrict domain controller delegation rights</strong> to only trusted accounts. Follow these steps:</p><ul><li>Review and audit current delegation settings to identify accounts with excessive delegation rights.</li><li>Enforce the principle of <strong>least privilege</strong> by only allowing necessary accounts to have constrained delegation rights.</li><li>Implement <strong>access controls</strong> to ensure that only authorized personnel can modify delegation settings.</li><li>Regularly monitor and review delegation configurations to ensure compliance with security policies.</li></ul><p>By following these steps, you can mitigate the risks associated with RBCD and enhance the security posture of your domain environment.</p>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""High"", ""remediation_impact"": ""High""}"
595,Medium,,,AD,Domains with obsolete functional levels,"The Active Directory (AD) domain is currently operating with a functional level of Windows Server 2012 or lower. This setting restricts the use of advanced security features available in more recent Windows Server versions. Consequently, the domain remains susceptible to legacy vulnerabilities that have been addressed in newer releases. Maintaining an outdated functional level poses significant security risks, as attackers can exploit these older vulnerabilities to gain unauthorized access or disrupt operations.",,"<p>To mitigate these risks, take the following steps:</p><ol><li>Assess the current environment to ensure compatibility with a higher functional level.</li><li>Plan and schedule the upgrade process during a maintenance window to minimize operational disruption.</li><li>Raise the domain functional level to Windows Server 2016 or higher.</li><li>Test the system thoroughly post-upgrade to ensure all functionalities operate as expected.</li><li>Monitor the domain for any unusual activities that might indicate security issues.</li></ol>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Medium""}"
594,Medium,,,AD,Domain trust to a third-party domain without quarantine,"The finding pertains to an outbound forest trust that has been established with a third-party domain. When the quarantine flag is not enabled on such trusts, there is a potential security risk as it may allow spoofed user accounts from the external domain to gain unauthorized access to sensitive resources and data within the local forest. This can lead to data breaches, unauthorized data access, or privilege escalation attacks, compromising the security posture of the organization.",,"<p>To mitigate this risk, it is essential to enable the quarantine flag on outbound forest trusts. This measure will help limit the security risks associated with spoofed accounts from external forests by restricting their access to local resources.</p><ol><li>Access the Active Directory Domains and Trusts management console.</li><li>Locate the specific outbound forest trust to the third-party domain.</li><li>Open the properties of the trust and navigate to the 'Security' tab.</li><li>Enable the <strong>quarantine</strong> flag for the trust relationship.</li><li>Apply the changes and monitor for any access anomalies.</li></ol><p>By following these steps, organizations can strengthen their defenses against unauthorized access attempts from external domains.</p>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Medium""}"
596,Medium,,,AD,Enabled admin accounts that are inactive,"Admin accounts that remain enabled but have not been accessed for over 90 days pose a significant security risk. These dormant privileged accounts can be exploited by malicious actors to gain unauthorized access to sensitive systems and data. In the absence of regular monitoring or use, such accounts may allow undetected compromise and facilitate lateral movement across the network, potentially leading to data breaches or other security incidents.",,<ul><li>Conduct a thorough review of all privileged accounts to identify those that have been inactive for more than 90 days.</li><li>Disable or remove these dormant accounts promptly to minimize security risks.</li><li>Implement a policy to regularly audit and review account activity to ensure that only necessary accounts remain active.</li><li>Consider utilizing automated tools to monitor account usage and flag inactive accounts for review.</li></ul>,,,,,,"AD,Purple Knight","{""levelofeffort"": ""Low"", ""remediation_impact"": ""Low""}"
598,Medium,,,AD,Enterprise Key Admins with full access to domain,"The Enterprise Key Admins group has been unintentionally accorded excessive permissions due to a documented bug in Windows Server 2016 Adprep. This misconfiguration could allow unauthorized individuals within this group to replicate directory services, posing a significant security risk by potentially leading to data compromise or unauthorized access to sensitive information.",,"<p>To address this security concern, it is critical to undertake the following actions:</p><ul><li>Download and apply the latest updates for Windows Server to correct the Adprep vulnerability.</li><li>Conduct a thorough audit of the Enterprise Key Admins group memberships to ensure only authorized personnel have access.</li><li>Implement additional monitoring to detect any unauthorized replication activities promptly.</li></ul>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Medium""}"
602,Medium,,,AD,FGPP not applied to Group,"The finding indicates that fine-grained password policies (FGPPs) are being applied to Universal or Domain Local groups. This practice poses a security risk because FGPPs may become unenforceable if there are changes to the group scope. As a result, the intended password security measures might not be properly applied, potentially allowing weaker passwords and increasing the risk of unauthorized access to sensitive information.",,"<p>To address this issue, adhere to the following steps:</p><ul><li><strong>Avoid</strong> the application of FGPPs to Universal or Domain Local groups as a best practice.</li><li><strong>Conduct a thorough review</strong> of the group's scope prior to applying any password policies to ensure compatibility and enforcement.</li><li>Regularly audit group configurations to confirm that FGPPs are only applied to appropriate group types.</li></ul>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Low"", ""remediation_impact"": ""Low""}"
603,Medium,,,AD,Foreign Security Principals in Privileged Group,"The presence of Foreign Security Principals in built-in protected groups poses a significant security risk. These accounts have the potential to bypass standard auditing processes, which can lead to unauthorized access and privilege escalation across domains. Such scenarios can undermine the security posture of the organization by allowing unauthorized entities to gain elevated permissions within the network.",,"<p>To address this issue, perform a thorough audit of all Foreign Security Principals within protected groups. Identify and evaluate each account's necessity and remove any that are not essential for cross-domain operations. Ensure that only trusted and verified accounts maintain membership in these privileged groups to prevent potential security breaches.</p>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Low"", ""remediation_impact"": ""Low""}"
604,Medium,,,AD,Forest contains more than 50 privileged accounts,"The forest currently has more than 50 privileged accounts, which is significantly higher than the recommended best practices. This condition increases the risk of credential compromise, as each additional privileged account presents an additional attack vector. Privileged accounts have elevated permissions and, if compromised, can lead to unauthorized access and potential data breaches, making it a substantial security risk.",,"<p>To address this issue, perform a comprehensive review of all privileged accounts to identify and eliminate unnecessary accounts. Implement role consolidation to ensure that only essential privileges are granted. Additionally, enforce Just-In-Time (JIT) access policies to minimize the time these accounts have elevated privileges, thereby reducing the potential for misuse.</p>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Low"", ""remediation_impact"": ""Low""}"
606,Medium,,,AD,gMSA not used,"The absence of Group Managed Service Accounts (gMSAs) in your environment poses a security risk as it prevents the automatic and secure rotation of passwords for service accounts. gMSAs are designed to reduce the exposure and lifespan of credentials by managing them centrally and ensuring they are changed regularly without manual intervention. Without gMSAs, service accounts may rely on static passwords, increasing the risk of credential theft or misuse, potentially leading to unauthorized access or privilege escalation within the network.",,"<p>To mitigate this risk, implement Group Managed Service Accounts (gMSAs) for all relevant managed services. Follow these steps:</p><ol><li>Identify all services that currently use traditional service accounts.</li><li>Configure the Active Directory infrastructure to support gMSAs by ensuring all necessary permissions and features are enabled.</li><li>Transition existing service accounts to gMSAs by updating service configurations to use gMSA credentials.</li><li>Regularly review and audit gMSA usage to ensure compliance with security policies and adjust configurations as needed.</li></ol><p>By taking these steps, you can enhance the security posture of your organization through improved credential management.</p>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Medium""}"
607,Medium,,,AD,gMSA objects with old passwords,"Group Managed Service Accounts (gMSAs) have been identified with outdated passwords, which have not been rotated as per the expected schedule. This poses a significant security risk as stagnant passwords can lead to unauthorized access if they have been compromised. Additionally, the failure to rotate passwords regularly might suggest underlying issues such as configuration errors or potential tampering with account settings, making it imperative to address promptly to maintain system integrity.",,"<p>To remediate this issue, ensure that all gMSAs are configured correctly to execute automatic password rotations. Implement a monitoring strategy to oversee the password update process, identifying any stalled or failed rotations promptly. This can be accomplished by:</p><ul><li>Reviewing and updating the configuration settings of gMSAs to ensure they meet the current security policies.</li><li>Setting up alerts for any failed password update attempts to allow immediate intervention.</li><li>Conducting regular audits of gMSA password rotation schedules to verify compliance.</li></ul>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Low"", ""remediation_impact"": ""Low""}"
608,Medium,,,AD,GPO linking delegation at the AD Site level,"The finding identifies that non-privileged users possess permissions on Group Policy Link (GPLink) or Access Control List (ACL) settings at the Active Directory (AD) Site level. This issue poses a security risk as it potentially allows these users to manipulate Group Policy Objects (GPOs). Such manipulation can lead to unauthorized changes in the system configuration and may compromise the security of domain controllers, thereby expanding the attack surface within the network.",,"<p>To address this security risk, it is essential to undertake the following steps:</p><ol><li>Restrict GPO linking permissions exclusively to administrative accounts to minimize unauthorized access.</li><li>Review and remove any write rights from non-privileged users to ensure they cannot alter GPOs at the AD Site level.</li><li>Conduct regular audits on GPLink and ACL settings to verify that only authorized personnel have the necessary permissions.</li></ol><p>Implementing these measures will help safeguard the integrity of your network's configuration and prevent potential compromises.</p>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Low""}"
609,Medium,,,AD,GPO linking delegation at the domain controller OU level,"The finding highlights that non-privileged users possess permissions to alter Group Policy Object (GPO) links at the Domain Controller Organizational Unit (OU) level. This vulnerability represents a significant security risk as it allows unauthorized users to make changes to domain controller (DC) configurations. Such unauthorized modifications can lead to the implementation of malicious policies, potentially compromising the integrity, confidentiality, and availability of critical domain controller services.",,"<p>To mitigate this security risk, it is crucial to <strong>restrict GPO modification capabilities</strong> at the Domain Controller OU level. Ensure that only designated administrative groups with appropriate privileges have access to modify these GPO links. This can be achieved by reviewing and updating the access control lists (ACLs) associated with GPOs, thereby enhancing the security posture of your domain controllers.</p>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Low""}"
610,Medium,,,AD,GPO linking delegation at the domain level,"The delegation of Group Policy Object (GPO) links at the domain level to non-privileged users poses a significant security risk by potentially allowing unauthorized individuals to alter organizational configurations. This can lead to widespread changes across the network, impacting system settings and security policies on a large scale. Such unauthorized modifications may result in the introduction of vulnerabilities, weakening the overall security posture of the organization.",,"To address this issue, it is critical to conduct a comprehensive <strong>audit of all GPO links</strong> at the domain level. Ensure that only authorized personnel have delegation rights by implementing strict <strong>Role-Based Access Control (RBAC)</strong> policies. This will limit GPO modification capabilities to those with legitimate administrative roles, thereby reducing the risk of inadvertent or malicious configuration changes.",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Low""}"
611,Medium,,,AD,GPO Weak LM Hash storage enabled,"The finding identifies that LAN Manager (LM) hash storage is enabled, which poses a significant security risk. LM hashes are considered weak and vulnerable to cracking attacks due to their outdated encryption algorithms. By allowing these hashes to persist, it undermines the overall password security of the system, potentially granting unauthorized access to attackers who exploit these vulnerabilities.",,"<p>To address this security risk, it is essential to disable the storage of LAN Manager hashes. This can be accomplished by enabling the ""Do not store LAN Manager hash"" setting through Group Policy. This action will prevent the creation and storage of these weak hashes, thereby enhancing the system's password security and reducing the risk of unauthorized access.</p>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Low"", ""remediation_impact"": ""Low""}"
612,Medium,,,AD,GPO with scheduled tasks configured,"The finding highlights that scheduled tasks configured via Group Policy Objects (GPOs) are susceptible to misconfiguration. This vulnerability arises when low-privileged users are granted permissions to alter scheduled tasks. Such access can be exploited to escalate privileges within the system, providing unauthorized users with enhanced capabilities to execute malicious activities. The ability to modify or create tasks under low-privileged accounts poses a significant security risk as it can lead to unauthorized actions and compromise overall security integrity.",,"<p>To mitigate this risk, it is crucial to <strong>restrict the creation and modification of scheduled tasks</strong> through GPOs to only trusted users. Implement strict access controls and regularly review task definitions to ensure they comply with security policies. Additionally, perform periodic audits to verify that permissions are appropriately set and there are no unauthorized modifications.</p>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Low"", ""remediation_impact"": ""Low""}"
39,Medium,,,AD,Kerberos KRBTGT account with old password,"<p>The krbtgt account password has not been changed in over 180 days. This account is critical to the Kerberos authentication process, as it is used to encrypt and sign all ticket-granting tickets (TGTs) within the domain. Over time, an unchanged krbtgt password increases the risk that compromised or forged TGTs could be used without detection, especially if the domain has experienced a previous compromise.</p>

<p>An attacker with access to a previous copy of the krbtgt key can forge valid TGTs, potentially granting themselves persistent elevated access across the environment. This undermines trust in the Kerberos infrastructure and can allow for stealthy lateral movement or privilege escalation.</p>",,"<p>Rotate the krbtgt password twice a year - every 180 days. This can be accomplished by simply resetting the password to any randomly generated string for the krbtgt account. The password does not need to be recorded as the system will automatically change the password to something else upon reset.</p>

<p><span class=""bold"" style=""color: #e03e2d;"">Do not reset the krbtgt password more than once within a 10 hour span</span>, this can cause significant disruption within the Active Directory domain.</p>

<p>You should perform this operation twice. When resetting the Key Distribution Center Service Account password twice, a 10 hour waiting period is required between resets. 10 hours are the default <strong>Maximum lifetime for user ticket</strong> and <strong>Maximum lifetime for service ticket</strong> policy settings, hence in a case where the Maximum lifetime period has been altered, the minimum waiting period between resets should be greater than the configured value.</p>",,,,<p>https://learn.microsoft.com/en-us/windows-server/identity/ad-ds/manage/forest-recovery-guide/ad-forest-recovery-reset-the-krbtgt-password</p>,,,"{""levelofeffort"": ""Low"", ""remediation_impact"": ""Low""}"
619,Medium,,,AD,Kerberos protocol transition delegation configured,"The current configuration allows services to use Kerberos protocol transition, which can enable the use of less secure authentication methods if the system is compromised. This presents a security risk as it may allow attackers to escalate their privileges or gain unauthorized access by exploiting weaker protocols. Ensuring that authentication methods remain robust is essential to maintaining the integrity and security of the system.",,"<p>To mitigate this risk, it is recommended to <strong>limit the use of Kerberos protocol transition</strong>. Ensure that all services are configured to utilize secure authentication protocols, thereby reducing the potential attack surface. Regularly audit service configurations and implement strict access controls to prevent unauthorized changes.</p>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""High"", ""remediation_impact"": ""High""}"
632,Medium,,,AD,Non-default access to DPAPI key,"The finding indicates that non-default principals are permitted to access the domain Data Protection API (DPAPI) backup key. This access poses a security risk as it allows unauthorized entities to retrieve sensitive encrypted data within the domain. The DPAPI is used to secure sensitive information, and unauthorized access to its backup key can lead to potential data breaches and compromise of sensitive domain credentials.",,"<p>To mitigate this issue, follow these steps:</p><ul><li>Identify and remove any unauthorized principals that have access to the DPAPI backup key.</li><li>Implement and enforce strict access control measures to ensure that only authorized personnel have access to the DPAPI keys.</li><li>Regularly audit access permissions to DPAPI keys to detect and remove unauthorized access.</li><li>Consider implementing monitoring and alerting mechanisms to detect unauthorized access attempts to the DPAPI keys.</li></ul>",,,,,,"AD,Purple Knight","{""levelofeffort"": ""Medium"", ""remediation_impact"": ""Medium""}"
